# Filename: data_271.dat
# Timestamp: Sun Dec 05 15:07:52 2021

# Column 1:
#	end: -200.0
#	name: dac1_(Vbias(*10uV))
#	size: 201
#	start: 200.0
#	type: coordinate
# Column 2:
#	end: -500.0
#	name: dac12_(g2(*5mV))
#	size: 201
#	start: -100.0
#	type: coordinate
# Column 3:
#	end: 0.0
#	name: zchannel_()
#	size: 1
#	start: 0.0
#	type: coordinate
# Column 4:
#	name: keithley1 (1e-6A)
#	type: value
# Column 5:
#	name: time
#	type: value

2.000000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.376573570000e-01	3.226399993896e+01
1.980000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.366428120000e-01	3.239100003242e+01
1.960000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.356538900000e-01	3.251699995995e+01
1.940000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.346691230000e-01	3.267700004578e+01
1.920000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.335707820000e-01	3.280099987984e+01
1.900000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.325860150000e-01	3.292899990082e+01
1.880000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.316421070000e-01	3.305399990082e+01
1.860000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.306808860000e-01	3.317899990082e+01
1.840000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.296822690000e-01	3.330399990082e+01
1.820000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.286088590000e-01	3.343099999428e+01
1.800000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.276192440000e-01	3.355900001526e+01
1.780000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.266642560000e-01	3.368400001526e+01
1.760000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.256220090000e-01	3.380900001526e+01
1.740000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.244585720000e-01	3.393499994278e+01
1.720000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.231220030000e-01	3.405900001526e+01
1.700000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.218650750000e-01	3.418000006676e+01
1.680000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.206690890000e-01	3.430699992180e+01
1.660000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.193803040000e-01	3.443300008774e+01
1.640000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.181337640000e-01	3.455800008774e+01
1.620000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.169357000000e-01	3.468300008774e+01
1.600000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.156372210000e-01	3.480900001526e+01
1.580000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.143151950000e-01	3.493199992180e+01
1.560000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.131351370000e-01	3.505999994278e+01
1.540000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.119820870000e-01	3.518400001526e+01
1.520000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.106420560000e-01	3.531100010872e+01
1.500000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.093041030000e-01	3.543799996376e+01
1.480000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.078574230000e-01	3.556500005722e+01
1.460000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.059474460000e-01	3.569000005722e+01
1.440000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.044633710000e-01	3.581100010872e+01
1.420000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.030250010000e-01	3.593300008774e+01
1.400000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.016524220000e-01	3.606100010872e+01
1.380000000000e+02	-1.000000000000e+02	0.000000000000e+00	1.001953550000e-01	3.618499994278e+01
1.360000000000e+02	-1.000000000000e+02	0.000000000000e+00	9.881792750000e-02	3.631200003624e+01
